Gene_ID,GO_ID,GO_Term,Ontology
Ca_00286,GO:0005524,ATP binding,MF
Ca_00286,GO:0008270,zinc ion binding,MF
Ca_00287,GO:0005515,protein binding,MF
Ca_00287,GO:0007165,signal transduction,BP
Ca_00290,GO:0004097,catechol oxidase activity,MF
Ca_00290,GO:0008152,metabolic process,BP
Ca_00290,GO:0016491,oxidoreductase activity,MF
Ca_00290,GO:0046148,pigment biosynthetic process,BP
Ca_00291,GO:0000256,allantoin catabolic process,BP
Ca_00291,GO:0004038,allantoinase activity,MF
Ca_00291,GO:0008270,zinc ion binding,MF
Ca_00291,GO:0016787,hydrolase activity,MF
Ca_00291,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",MF
Ca_00291,GO:0050897,cobalt ion binding,MF
Ca_00292,GO:0006629,lipid metabolic process,BP
Ca_00292,GO:0006633,fatty acid biosynthetic process,BP
Ca_00292,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_00293,GO:0005515,protein binding,MF
Ca_00293,GO:0008270,zinc ion binding,MF
Ca_00294,GO:0030554,adenyl nucleotide binding,MF
Ca_00295,GO:0030976,thiamine pyrophosphate binding,MF
Ca_00296,GO:0000287,magnesium ion binding,MF
Ca_00296,GO:0003824,catalytic activity,MF
Ca_00296,GO:0003984,acetolactate synthase activity,MF
Ca_00296,GO:0009082,branched-chain amino acid biosynthetic process,BP
Ca_00296,GO:0030976,thiamine pyrophosphate binding,MF
Ca_00296,GO:0050660,flavin adenine dinucleotide binding,MF
Ca_00297,GO:0000166,nucleotide binding,MF
Ca_00297,GO:0003676,nucleic acid binding,MF
Ca_00297,GO:0003723,RNA binding,MF
Ca_00297,GO:0005634,nucleus,CC
Ca_00297,GO:0006397,mRNA processing,BP
Ca_00300,GO:0004672,protein kinase activity,MF
Ca_00300,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00300,GO:0005524,ATP binding,MF
Ca_00300,GO:0006468,protein phosphorylation,BP
Ca_00300,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00301,GO:0005198,structural molecule activity,MF
Ca_00301,GO:0006886,intracellular protein transport,BP
Ca_00301,GO:0016192,vesicle-mediated transport,BP
Ca_00301,GO:0030130,clathrin coat of trans-Golgi network vesicle,CC
Ca_00301,GO:0030132,clathrin coat of coated pit,CC
Ca_00302,GO:0003824,catalytic activity,MF
Ca_00303,GO:0005795,Golgi stack,CC
Ca_00303,GO:0008378,galactosyltransferase activity,MF
Ca_00304,GO:0005215,transporter activity,MF
Ca_00304,GO:0006810,transport,BP
Ca_00304,GO:0016020,membrane,CC
Ca_00304,GO:0022857,transmembrane transporter activity,MF
Ca_00304,GO:0055085,transmembrane transport,BP
Ca_00305,GO:0005215,transporter activity,MF
Ca_00305,GO:0006810,transport,BP
Ca_00305,GO:0016020,membrane,CC
Ca_00305,GO:0022857,transmembrane transporter activity,MF
Ca_00305,GO:0055085,transmembrane transport,BP
Ca_00306,GO:0005634,nucleus,CC
Ca_00307,GO:0003677,DNA binding,MF
Ca_00307,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00310,GO:0005515,protein binding,MF
Ca_00312,GO:0003824,catalytic activity,MF
Ca_00312,GO:0008152,metabolic process,BP
Ca_00313,GO:0001510,RNA methylation,BP
Ca_00313,GO:0008033,tRNA processing,BP
Ca_00313,GO:0008168,methyltransferase activity,MF
Ca_00313,GO:0008175,tRNA methyltransferase activity,MF
Ca_00313,GO:0032259,methylation,BP
Ca_00315,GO:0005515,protein binding,MF
Ca_00315,GO:0008270,zinc ion binding,MF
Ca_00316,GO:0000148,"1,3-beta-D-glucan synthase complex",CC
Ca_00316,GO:0003843,"1,3-beta-D-glucan synthase activity",MF
Ca_00316,GO:0006075,(1->3)-beta-D-glucan biosynthetic process,BP
Ca_00316,GO:0016020,membrane,CC
Ca_00319,GO:0016881,acid-amino acid ligase activity,MF
Ca_00322,GO:0003824,catalytic activity,MF
Ca_00322,GO:0006633,fatty acid biosynthetic process,BP
Ca_00322,GO:0008152,metabolic process,BP
Ca_00322,GO:0008610,lipid biosynthetic process,BP
Ca_00322,GO:0016020,membrane,CC
Ca_00322,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Ca_00323,GO:0004672,protein kinase activity,MF
Ca_00323,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00323,GO:0005524,ATP binding,MF
Ca_00323,GO:0006468,protein phosphorylation,BP
Ca_00323,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00324,GO:0003743,translation initiation factor activity,MF
Ca_00324,GO:0005737,cytoplasm,CC
Ca_00324,GO:0005852,eukaryotic translation initiation factor 3 complex,CC
Ca_00327,GO:0005515,protein binding,MF
Ca_00328,GO:0005515,protein binding,MF
Ca_00330,GO:0003735,structural constituent of ribosome,MF
Ca_00330,GO:0005622,intracellular anatomical structure,CC
Ca_00330,GO:0005840,ribosome,CC
Ca_00330,GO:0006412,translation,BP
Ca_00332,GO:0003677,DNA binding,MF
Ca_00332,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00333,GO:0003677,DNA binding,MF
Ca_00333,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00334,GO:0003677,DNA binding,MF
Ca_00334,GO:0005634,nucleus,CC
Ca_00335,GO:0003824,catalytic activity,MF
Ca_00338,GO:0046872,metal ion binding,MF
Ca_00339,GO:0005515,protein binding,MF
Ca_00340,GO:0003677,DNA binding,MF
Ca_00340,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00340,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00341,GO:0003677,DNA binding,MF
Ca_00341,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00341,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00348,GO:0004645,"1,4-alpha-oligoglucan phosphorylase activity",MF
Ca_00348,GO:0005975,carbohydrate metabolic process,BP
Ca_00348,GO:0008152,metabolic process,BP
Ca_00348,GO:0008184,glycogen phosphorylase activity,MF
Ca_00348,GO:0016597,amino acid binding,MF
Ca_00348,GO:0030170,pyridoxal phosphate binding,MF
Ca_00349,GO:0006457,protein folding,BP
Ca_00349,GO:0051082,unfolded protein binding,MF
Ca_00350,GO:0006457,protein folding,BP
Ca_00350,GO:0051082,unfolded protein binding,MF
Ca_00351,GO:0003677,DNA binding,MF
Ca_00351,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00351,GO:0006351,DNA-templated transcription,BP
Ca_00351,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00351,GO:0043565,sequence-specific DNA binding,MF
Ca_00355,GO:0004672,protein kinase activity,MF
Ca_00355,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00355,GO:0005515,protein binding,MF
Ca_00355,GO:0005524,ATP binding,MF
Ca_00355,GO:0006468,protein phosphorylation,BP
Ca_00355,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00356,GO:0030488,tRNA methylation,BP
Ca_00356,GO:0031515,tRNA (m1A) methyltransferase complex,CC
Ca_00357,GO:0004672,protein kinase activity,MF
Ca_00357,GO:0005524,ATP binding,MF
Ca_00357,GO:0006468,protein phosphorylation,BP
Ca_00357,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00358,GO:0003677,DNA binding,MF
Ca_00358,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00360,GO:0009055,electron transfer activity,MF
Ca_00360,GO:0015035,protein-disulfide reductase activity,MF
Ca_00360,GO:0045454,cell redox homeostasis,BP
Ca_00361,GO:0003677,DNA binding,MF
Ca_00361,GO:0005634,nucleus,CC
Ca_00361,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00361,GO:0009725,response to hormone,BP
Ca_00365,GO:0008152,metabolic process,BP
Ca_00365,GO:0016758,hexosyltransferase activity,MF
Ca_00371,GO:0004672,protein kinase activity,MF
Ca_00371,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00371,GO:0005515,protein binding,MF
Ca_00371,GO:0005524,ATP binding,MF
Ca_00371,GO:0006468,protein phosphorylation,BP
Ca_00371,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00373,GO:0003924,GTPase activity,MF
Ca_00373,GO:0005525,GTP binding,MF
Ca_00373,GO:0005622,intracellular anatomical structure,CC
Ca_00373,GO:0006886,intracellular protein transport,BP
Ca_00373,GO:0006913,nucleocytoplasmic transport,BP
Ca_00373,GO:0007165,signal transduction,BP
Ca_00373,GO:0007264,small GTPase-mediated signal transduction,BP
Ca_00373,GO:0015031,protein transport,BP
Ca_00373,GO:0016020,membrane,CC
Ca_00374,GO:0003677,DNA binding,MF
Ca_00374,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00374,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00374,GO:0043565,sequence-specific DNA binding,MF
Ca_00375,GO:0000105,L-histidine biosynthetic process,BP
Ca_00375,GO:0003824,catalytic activity,MF
Ca_00375,GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,MF
Ca_00375,GO:0008152,metabolic process,BP
Ca_00376,GO:0003677,DNA binding,MF
Ca_00376,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00376,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00377,GO:0003677,DNA binding,MF
Ca_00377,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00377,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00378,GO:0006629,lipid metabolic process,BP
Ca_00378,GO:0016787,hydrolase activity,MF
Ca_00378,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_00379,GO:0004970,glutamate-gated receptor activity,MF
Ca_00379,GO:0005215,transporter activity,MF
Ca_00379,GO:0005234,extracellularly glutamate-gated ion channel activity,MF
Ca_00379,GO:0006810,transport,BP
Ca_00379,GO:0016020,membrane,CC
Ca_00380,GO:0004970,glutamate-gated receptor activity,MF
Ca_00380,GO:0005215,transporter activity,MF
Ca_00380,GO:0005234,extracellularly glutamate-gated ion channel activity,MF
Ca_00380,GO:0006810,transport,BP
Ca_00380,GO:0016020,membrane,CC
Ca_00381,GO:0003676,nucleic acid binding,MF
Ca_00381,GO:0004386,helicase activity,MF
Ca_00381,GO:0005524,ATP binding,MF
Ca_00382,GO:0005515,protein binding,MF
Ca_00384,GO:0005515,protein binding,MF
Ca_00384,GO:0016787,hydrolase activity,MF
Ca_00385,GO:0000166,nucleotide binding,MF
Ca_00385,GO:0005524,ATP binding,MF
Ca_00385,GO:0006779,porphyrin-containing compound biosynthetic process,BP
Ca_00385,GO:0015979,photosynthesis,BP
Ca_00385,GO:0015995,chlorophyll biosynthetic process,BP
Ca_00385,GO:0016851,magnesium chelatase activity,MF
Ca_00385,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_00386,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",MF
Ca_00387,GO:0006629,lipid metabolic process,BP
Ca_00387,GO:0016787,hydrolase activity,MF
Ca_00387,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_00388,GO:0000445,THO complex part of transcription export complex,CC
Ca_00388,GO:0006397,mRNA processing,BP
Ca_00389,GO:0005515,protein binding,MF
Ca_00391,GO:0000287,magnesium ion binding,MF
Ca_00391,GO:0003824,catalytic activity,MF
Ca_00391,GO:0030976,thiamine pyrophosphate binding,MF
Ca_00392,GO:0006629,lipid metabolic process,BP
Ca_00392,GO:0016787,hydrolase activity,MF
Ca_00392,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_00393,GO:0006629,lipid metabolic process,BP
Ca_00393,GO:0016787,hydrolase activity,MF
Ca_00393,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_00394,GO:0003735,structural constituent of ribosome,MF
Ca_00394,GO:0005622,intracellular anatomical structure,CC
Ca_00394,GO:0005840,ribosome,CC
Ca_00394,GO:0006412,translation,BP
Ca_00395,GO:0004806,triacylglycerol lipase activity,MF
Ca_00395,GO:0006629,lipid metabolic process,BP
Ca_00396,GO:0016787,hydrolase activity,MF
Ca_00400,GO:0003735,structural constituent of ribosome,MF
Ca_00400,GO:0005622,intracellular anatomical structure,CC
Ca_00400,GO:0005840,ribosome,CC
Ca_00400,GO:0006412,translation,BP
Ca_00401,GO:0006508,proteolysis,BP
Ca_00401,GO:0008234,cysteine-type peptidase activity,MF
Ca_00403,GO:0005488,binding,MF
Ca_00403,GO:0005515,protein binding,MF
Ca_00404,GO:0046983,protein dimerization activity,MF
Ca_00405,GO:0006508,proteolysis,BP
Ca_00405,GO:0008234,cysteine-type peptidase activity,MF
Ca_00407,GO:0019904,protein domain specific binding,MF
Ca_00408,GO:0005615,extracellular space,CC
Ca_00409,GO:0003677,DNA binding,MF
Ca_00409,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00414,GO:0005515,protein binding,MF
Ca_00415,GO:0006508,proteolysis,BP
Ca_00415,GO:0008234,cysteine-type peptidase activity,MF
Ca_00417,GO:0005515,protein binding,MF
Ca_00418,GO:0047800,cysteamine dioxygenase activity,MF
Ca_00419,GO:0004672,protein kinase activity,MF
Ca_00419,GO:0005515,protein binding,MF
Ca_00419,GO:0005524,ATP binding,MF
Ca_00419,GO:0006468,protein phosphorylation,BP
Ca_00419,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00420,GO:0006351,DNA-templated transcription,BP
Ca_00420,GO:0043565,sequence-specific DNA binding,MF
Ca_00421,GO:0006511,ubiquitin-dependent protein catabolic process,BP
Ca_00421,GO:0008270,zinc ion binding,MF
Ca_00422,GO:0004672,protein kinase activity,MF
Ca_00422,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00422,GO:0005524,ATP binding,MF
Ca_00422,GO:0006468,protein phosphorylation,BP
Ca_00422,GO:0007165,signal transduction,BP
Ca_00422,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00423,GO:0004672,protein kinase activity,MF
Ca_00423,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00423,GO:0005524,ATP binding,MF
Ca_00423,GO:0006468,protein phosphorylation,BP
Ca_00423,GO:0007165,signal transduction,BP
Ca_00423,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00424,GO:0004672,protein kinase activity,MF
Ca_00424,GO:0005515,protein binding,MF
Ca_00424,GO:0005524,ATP binding,MF
Ca_00424,GO:0006468,protein phosphorylation,BP
Ca_00424,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00425,GO:0005215,transporter activity,MF
Ca_00425,GO:0006810,transport,BP
Ca_00425,GO:0016020,membrane,CC
Ca_00425,GO:0055085,transmembrane transport,BP
Ca_00427,GO:0004672,protein kinase activity,MF
Ca_00427,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00427,GO:0005524,ATP binding,MF
Ca_00427,GO:0006468,protein phosphorylation,BP
Ca_00427,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00428,GO:0004672,protein kinase activity,MF
Ca_00428,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00428,GO:0005515,protein binding,MF
Ca_00428,GO:0005524,ATP binding,MF
Ca_00428,GO:0006468,protein phosphorylation,BP
Ca_00428,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00429,GO:0008270,zinc ion binding,MF
Ca_00430,GO:0004672,protein kinase activity,MF
Ca_00430,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00430,GO:0005515,protein binding,MF
Ca_00430,GO:0005524,ATP binding,MF
Ca_00430,GO:0006468,protein phosphorylation,BP
Ca_00430,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00431,GO:0005515,protein binding,MF
Ca_00432,GO:0016020,membrane,CC
Ca_00432,GO:0016760,cellulose synthase (UDP-forming) activity,MF
Ca_00432,GO:0030244,cellulose biosynthetic process,BP
Ca_00436,GO:0005515,protein binding,MF
Ca_00437,GO:0016020,membrane,CC
Ca_00438,GO:0003677,DNA binding,MF
Ca_00438,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00438,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00439,GO:0005515,protein binding,MF
Ca_00441,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00441,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00441,GO:0043565,sequence-specific DNA binding,MF
Ca_00442,GO:0005515,protein binding,MF
Ca_00444,GO:0000166,nucleotide binding,MF
Ca_00444,GO:0003677,DNA binding,MF
Ca_00444,GO:0003887,DNA-directed DNA polymerase activity,MF
Ca_00444,GO:0005524,ATP binding,MF
Ca_00444,GO:0006260,DNA replication,BP
Ca_00444,GO:0009360,DNA polymerase III complex,CC
Ca_00444,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_00446,GO:0000151,ubiquitin ligase complex,CC
Ca_00446,GO:0004842,ubiquitin-protein transferase activity,MF
Ca_00446,GO:0005488,binding,MF
Ca_00446,GO:0005515,protein binding,MF
Ca_00446,GO:0016567,protein ubiquitination,BP
Ca_00448,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00448,GO:0005634,nucleus,CC
Ca_00448,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00448,GO:0009408,response to heat,BP
Ca_00448,GO:0043565,sequence-specific DNA binding,MF
Ca_00450,GO:0005515,protein binding,MF
Ca_00451,GO:0046872,metal ion binding,MF
Ca_00452,GO:0005515,protein binding,MF
Ca_00452,GO:0016791,phosphatase activity,MF
Ca_00453,GO:0003824,catalytic activity,MF
Ca_00453,GO:0008152,metabolic process,BP
Ca_00453,GO:0042823,pyridoxal phosphate biosynthetic process,BP
Ca_00454,GO:0005215,transporter activity,MF
Ca_00454,GO:0006810,transport,BP
Ca_00454,GO:0016020,membrane,CC
Ca_00455,GO:0005215,transporter activity,MF
Ca_00455,GO:0006810,transport,BP
Ca_00455,GO:0016020,membrane,CC
Ca_00456,GO:0005215,transporter activity,MF
Ca_00456,GO:0006810,transport,BP
Ca_00456,GO:0016020,membrane,CC
Ca_00457,GO:0005215,transporter activity,MF
Ca_00457,GO:0006810,transport,BP
Ca_00457,GO:0016020,membrane,CC
Ca_00459,GO:0005515,protein binding,MF
Ca_00463,GO:0005515,protein binding,MF
Ca_00464,GO:0005215,transporter activity,MF
Ca_00464,GO:0006810,transport,BP
Ca_00464,GO:0016020,membrane,CC
Ca_00466,GO:0004672,protein kinase activity,MF
Ca_00466,GO:0004674,protein serine/threonine kinase activity,MF
Ca_00466,GO:0005515,protein binding,MF
Ca_00466,GO:0005524,ATP binding,MF
Ca_00466,GO:0006468,protein phosphorylation,BP
Ca_00466,GO:0009966,regulation of signal transduction,BP
Ca_00466,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_00467,GO:0003677,DNA binding,MF
Ca_00467,GO:0003700,DNA-binding transcription factor activity,MF
Ca_00467,GO:0005634,nucleus,CC
Ca_00467,GO:0006355,regulation of DNA-templated transcription,BP
Ca_00467,GO:0046983,protein dimerization activity,MF
Ca_00468,GO:0006629,lipid metabolic process,BP
Ca_00468,GO:0016787,hydrolase activity,MF
Ca_00468,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_00469,GO:0006629,lipid metabolic process,BP
Ca_00469,GO:0016787,hydrolase activity,MF
Ca_00469,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_00470,GO:0006629,lipid metabolic process,BP
Ca_00470,GO:0016787,hydrolase activity,MF
Ca_00470,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_00472,GO:0004252,serine-type endopeptidase activity,MF
Ca_00472,GO:0006508,proteolysis,BP
Ca_00472,GO:0042802,identical protein binding,MF
Ca_00472,GO:0043086,negative regulation of catalytic activity,BP
Ca_00474,GO:0005515,protein binding,MF
Ca_00475,GO:0003723,RNA binding,MF
Ca_00475,GO:0003743,translation initiation factor activity,MF
Ca_00475,GO:0005737,cytoplasm,CC
Ca_00475,GO:0006413,translational initiation,BP
Ca_00476,GO:0003824,catalytic activity,MF
Ca_00476,GO:0004372,glycine hydroxymethyltransferase activity,MF
Ca_00476,GO:0006544,glycine metabolic process,BP
Ca_00476,GO:0006563,L-serine metabolic process,BP
Ca_00476,GO:0030170,pyridoxal phosphate binding,MF
Ca_00478,GO:0000166,nucleotide binding,MF
Ca_00478,GO:0005524,ATP binding,MF
Ca_00478,GO:0006810,transport,BP
Ca_00478,GO:0016887,ATP hydrolysis activity,MF
Ca_00478,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_00478,GO:0042626,ATPase-coupled transmembrane transporter activity,MF
Ca_00478,GO:0055085,transmembrane transport,BP
Ca_00479,GO:0000166,nucleotide binding,MF
Ca_00479,GO:0005524,ATP binding,MF
Ca_00479,GO:0006810,transport,BP
Ca_00479,GO:0016887,ATP hydrolysis activity,MF
Ca_00479,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_00479,GO:0042626,ATPase-coupled transmembrane transporter activity,MF
Ca_00479,GO:0055085,transmembrane transport,BP
Ca_00480,GO:0000166,nucleotide binding,MF
Ca_00480,GO:0005524,ATP binding,MF
Ca_00480,GO:0006810,transport,BP
Ca_00480,GO:0016887,ATP hydrolysis activity,MF
Ca_00480,GO:0017111,ribonucleoside triphosphate phosphatase activity,MF
Ca_00480,GO:0042626,ATPase-coupled transmembrane transporter activity,MF
